,title,price,store,commentcount,location
3803,"""三星W589天翼3G双卡双待电信CDMA老人机大按键声音翻盖三网通手机""",235.0,新闻天下,15.0,上海
4274,"""12期免息/咨询可省420】Huawei/华为Mate30Pro5G版手机官方旗舰店曲面折叠p30直降maters新款华为mate30pro5g""",5799.0,智由掌控数码旗舰店,15.0,山东 济南
4266,"""12期免息/咨询可省420】Huawei/华为Mate30Pro5G版手机官方旗舰店曲面折叠p30直降maters新款华为mate30pro5g""",5799.0,智由掌控数码旗舰店,15.0,山东 济南
3868,"""Xiaomi/小米 小米CC9索尼4800万三摄拍照NFC游戏智能手机CC9e包邮""",999.0,ryang275492354,15.0,四川 成都
3750,"""vivo Y55A全网通4g双卡双待VIVOY67步步高vivoy55a智能手机八核""",365.0,恒达世纪,15.0,广东 深圳
3445,"""OPPO A59S全网通4G手机双卡指纹识别超薄学生智能oppoa59s手机""",430.0,tb046387630,15.0,广东 深圳
3841,"""现货Huawei/华为麦芒5全网通5.5英寸屏双卡4G指纹智能手机正品""",634.8,亿达实业公司,15.0,广东 深圳
3467,"""Samsung/三星 C3520翻盖手机老人机4G移动联通超长待机备用手机""",149.9,yewz198,15.0,广东 深圳
3282,"""6期免息咨询减钱/华为荣耀v30Pro 5G手机全网通官方旗舰店v30系列青春版新magic3正品V20麒麟990官网正品""",3899.0,迈微数码旗舰店,15.0,江苏 南京
2820,"""Philips/飞利浦 E109C天翼电信版老人机 迷你可爱男女学生经典老年人直板按键备用大字大屏小手机商务儿童""",159.0,飞利浦手机官方旗舰店,15.0,上海
3504,"""直降400【现货速发+送好礼】Huawei/华为 畅享9S官方旗舰店畅想9S华为畅享9s手机畅享10plus荣耀9X 畅享9s""",999.01,中创青云数码专营店,15.0,广东 深圳
3583,"""vivo v3手机vivo V3MaxA全网通智能手机大屏指纹学生老人v3ma""",368.0,深圳6788,15.0,广东 深圳
4370,"""Huawei/华为 畅享7 Plus畅享7高配全网通4G指纹5.5寸智能手机包邮""",379.0,a673644928,15.0,广东 深圳
3268,"""拍下减200 新品vivo iQOO Neo 855竞速版骁龙全网通手机vivoiqoo vivoiqooneo iqooneo855版 5g iq00 vivox27""",2598.0,vivo衡视专卖店,15.0,上海
3986,"""黑鲨游戏手机Helo配置8加128黑鲨helo高通845带游戏手柄畅快吃鸡""",1100.0,吸血鬼档案,15.0,浙江 嘉兴
3136,"""【24期免息】OPPO Reno3 opporeno3手机5g版全网通新品opporeno3pro新款上市 oppo未来x oppor17 r19 0ppoace""",3399.0,三际数码官方旗舰店,15.0,山东 济南
4023,"""【新品速发】honor/荣耀 荣耀Play3华为荣耀PLAY3正品智能手机""",562.0,坤富科技,15.0,广东 深圳
3614,"""分期免息 vivo Z5新品vivoz5手机 限量版vovi手机z5步步高vovi z3""",1398.0,fyb2001520,15.0,广东 东莞
3421,"""【5G旗舰 新品上市分期免息】Huawei/华为Mate 30 (5G)麒麟990华为手机新品mate305g版mate305g官方旗舰店""",4999.0,儒涵数码专营店,14.0,河北 石家庄
3626,"""诺基亚1616无摄像头2610超长待机工厂保密1110备用老人手机手电筒""",35.0,鼎信数码1号店,14.0,广东 深圳
4119,"""新品Xiaomi/小米 小米9透明探索版手机9星全面屏plus旗舰骁龙855""",2458.0,东胜科技商城,14.0,四川 成都
3860,"""[5G新品旗舰/分期免息]HUAWEI 华为Mate30 5G版OLED全面屏麒麟990超感光4000万徕卡三摄正品手机海南同城闪送""",4799.0,王者天创旗舰店,14.0,海南 海口
3450,"""【5G旗舰 新品上市分期免息】Huawei/华为Mate 30 (5G)麒麟990华为手机新品mate305g版mate305g官方旗舰店""",4999.0,儒涵数码专营店,14.0,河北 石家庄
3683,"""Philips/飞利浦小学生备用功能机 G58 直板老人机大屏大字大声超长待机E209老年手机移动按键老人手机男女款""",136.0,万通郑捷数码专营店,14.0,广东 深圳
3058,"""华为 HUAWEI 畅享10 Plus 超高清全视屏前置悬浮式镜头4800万超广角AI三摄 全网通双4G手机""",1699.0,天猫企业购直营,14.0,浙江 杭州
4085,"""Nokia诺基亚6600 肥6珍藏备用手机超长待机原装怀旧塞班6630手机""",169.0,开心宝贝a99,14.0,广东 深圳
4051,"""超大声音量喇叭老年机超长待机整点报时收音机耳背手电筒老人手机""",159.0,我是hej,14.0,广东 深圳
4240,"""Coolpad/酷派 5267 安卓6.0智能老人全网通手机 支持微信酷派5267""",149.0,tcxzw,14.0,湖北 武汉
3440,"""老人老年机商务男女款学生迷你小巧翻盖手机电信三星屏诺基亚功能""",158.0,呆萌小猫_88,14.0,广东 广州
3132,"""Apple 苹果 iPhone 11 Pro 全网通 苹果11 年货节苹果手机 双卡""",8299.0,四川移动官方旗舰店,14.0,四川 成都
3554,"""【淘金币730起+送膜+收藏送耳机 分期免息】ZTE/中兴V10BladeV10全网通4G3200w前摄6.3英寸屏双卡双待手机A7""",755.0,宇奇一达数码专营店,14.0,北京
3138,"""Apple/苹果 iPhone X国行64G苹果x大陆iPhoneX三网通256G手机免息""",3388.0,e_家宝贝,14.0,广东 深圳
4043,"""Apple/苹果 iPhone XR 全网通4G智能正品国行手机""",4459.0,云南移动官方旗舰店,14.0,云南 昆明
3412,"""老人老年机商务男女款学生迷你小巧翻盖手机电信三星屏诺基亚功能""",158.0,呆萌小猫_88,14.0,广东 广州
3198,"""花呗分期Huawei/华为 P20 Pro全面屏4000万徕卡三摄华为官方旗舰店正品p20荣耀note 华为mate20手机""",2288.0,八连星手机专营店,14.0,上海
4339,"""现货送无线充Huawei/华为 Mate 20麒麟980旗舰拍照手机mate20pro""",1999.0,df5738,14.0,重庆
4170,"""Coolpad/酷派 5267 安卓6.0智能老人全网通手机 支持微信酷派5267""",149.0,tcxzw,14.0,湖北 武汉
3305,"""低至2389元起+送好礼】Xiaomi/小米 小米MIX 3滑盖全面屏手机官方旗舰正品故宫版mix4新品CC9""",2389.0,连盛数码专营店,14.0,广东 深圳
3489,"""Nokia/诺基亚 c2-07滑盖手写按键触屏移动联通备用经典商务手机""",178.0,紫色愿望666666,14.0,广东 汕头
4398,"""【百亿补贴直降爆款】华为honor/荣耀畅玩7全网通4G手机全面屏智能老年人官方旗舰店正品手机畅玩8c/8x""",419.0,民讯通数码专营店,13.0,北京
3822,"""批迷你小手机发移动联通时尚学生手机超长待机老年手机佰云老人机""",38.0,我是小太阳1688,13.0,广东 东莞
4036,"""AK009笔式多功能个性迷你点烟器手电筒创意备用小手机移动联通""",152.0,非儿0327,13.0,广东 深圳
3809,"""迷你儿童手机小学生可爱卡通初中女生联通4G版男孩戒网电信小手机""",78.0,点点爱6699,13.0,广东 深圳
3056,"""诺基亚1682老人手机超长待机备用按键学生小直板移动联通大屏老年""",52.0,城建手机店,13.0,广东 深圳
4207,"""BlackviewBV9700pro军工三防智能手机全网通空气检测户外防水防摔""",1868.0,q阿宝阿旺,13.0,广东 深圳
3539,"""Apple/苹果 iPhone XS Max国行美版iPhonexr苹果xr手机双卡全网通""",2488.0,搏优科技,13.0,广东 深圳
3336,"""骁龙855全面屏7.9寸全网通5G网络智能大屏手机12G运行512G内存25""",1288.0,山上有什么,13.0,广东 深圳
3906,"""现货当天发 【直降500元】 黑鲨游戏手机1代 官方旗舰电竞手机 骁龙845小米黑鲨3代黑鲨二代三代红魔黑鲨2pro""",2239.0,金万吉数码专营店,13.0,广东 深圳
3590,"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",908.0,晟盛通讯,13.0,广东 深圳
3685,"""Nokia/诺基亚6120c 直板按键3G音乐智能手机老年人学生备用小手机""",58.0,赖weitao,13.0,广东 深圳
3597,"""正品Apple/苹果 iPhone 8 Plus  全新国行 全网通4G指纹手机8代""",2008.0,酷宝贝2013,13.0,广东 深圳
4286,"""BlackviewBV9700pro军工三防智能手机全网通空气检测户外防水防摔""",1868.0,q阿宝阿旺,13.0,广东 深圳
4278,"""【原装正品】OPPO R17 Pro 8G运行屏幕指纹 R17  R15 全网通手机""",1448.0,wallter_yuan,12.0,山东 济南
1630,"""分期免息Apple/苹果 iPhone 7Plus国行苹果7Plus全网通4G手机7代""",1800.0,花可时尚,12.0,广东 揭阳
4303,"""【送大礼包】 vivo Y3全网通vivoy3大电池vivoY5S手机y97 y7s y5s""",1088.0,子洁0791,12.0,江西 南昌
3817,"""㊣竞速版现货 vivo iQOO Neo 855游戏手机新品iqooneo骁龙855plus""",858.0,andy468iy,12.0,江苏 南京
3884,"""华为畅享10S新品现货速发HUAWEI 华为畅享10全面屏官方正品4G手机""",1099.0,视界电讯,12.0,四川 成都
4366,"""Coolpad/酷派cool 9正品全面水滴屏全网通4G学生游戏超薄安卓双卡指纹一体拍照老人老年大字超长待机智能手机""",599.0,博科雅创数码专营店,12.0,广东 深圳
4276,"""5g网络新手机华为mate30pro5g全新品直降华伟mate30por系列分期""",3380.0,樱桃小丸子的数码店,12.0,广东 广州
4200,"""【原装正品】OPPO R17 Pro 8G运行屏幕指纹 R17  R15 全网通手机""",1445.0,wallter_yuan,12.0,山东 济南
3775,"""创星（手机） Z9C翻盖手机老人机超长待机老年手机大屏大字大声音正品按键移动大屏电信版男女款非智能小手机""",149.0,赫尔曼数码专营店,12.0,广东 深圳
2374,"""新款全面屏VDVD正品学生价便宜安卓智能手机游戏老人大屏全网通4G""",198.0,yhblovehy,12.0,广东 深圳
4306,"""Meizu/魅族PRO5公开版64G双4G魅蓝note6智能mx5手机e2全网通""",165.0,第八号港湾,12.0,广东 深圳
3790,"""分期免息Apple/苹果 iPhone 8 Plus正品苹果8代苹果8P国行手机""",1750.0,方永锐,12.0,广东 深圳
3867,"""新品现货6SE华为HUAWEI nova 6/nova 6 5G/4G全网通官方正品手机""",2199.0,视界电讯,12.0,四川 成都
4198,"""5g网络新手机华为mate30pro5g全新品直降华伟mate30por系列分期""",3380.0,樱桃小丸子的数码店,12.0,广东 广州
2938,"""【1.6日享24期免息+碎屏险+套餐赠音箱】OPPOReno3 5G一体化双模5G 6400万超清四摄VOOC闪充4.0全网通手机ace""",3399.0,苏宁易购官方旗舰店,12.0,江苏 南京
3952,"""WDLEE三防老年手机大字大声盲人手机语音王手机报名字超长待机""",99.0,何人在炅途88,12.0,广东 深圳
4025,"""【领劵优惠】新款Xiaomi/小米红米note8pro手机官方旗舰正品9pro官网note7小米8青春版cc9小米9se红米k20 pro""",1299.0,潍坊联通官方旗舰店,12.0,广东 深圳
3585,"""OPPO A115K/ oppoA115直板按键学生款正品音乐老人手机全国包邮""",100.0,小金桥919,11.0,江西 抚州
3947,"""128G低至1129元起/送手环】Xiaomi/小米 小米CC 9e系列新品双C位拍照旗舰手机大电池cc9e官方旗舰正品全网通""",949.0,魅立数码专营店,11.0,广东 深圳
3486,"""Xiaomi/小米 红米2A 增强版移动联通电信4G双卡双待智能手机群控""",100.0,qq402984994,11.0,广东 深圳
3353,"""小辣椒 新106 军工三防老人机超长待机老年手机4g全网通大屏大字大声移动联通电信 WiFi版微信智能AI语音""",238.0,小辣椒搜客专卖店,11.0,广东 深圳
3623,"""Nokia/诺基亚 N96经典正品滑盖智能手机16G内存WiFi学生商务备用""",338.0,操文彬89,11.0,广东 深圳
2583,"""【立减621元】HUAWEI nova 6/nova 6 5G版手机6se华为nova6pro SE""",1958.0,wezebaba,11.0,广东 深圳
3214,"""【咨询优惠】红米k30 索尼6400万四摄大电量智能游戏学生手机redmi小米官方旗舰店官网正品xiaomi""",1699.0,同迅数码专营店,11.0,辽宁 大连
3398,"""Meizu/魅族 PRO 7   魅族Pro7plus  魅族6T 魅族V8全网通拍照手机""",520.0,12345678cpm,11.0,广东 深圳
4189,"""Nokia/诺基亚 2220s 滑盖手机 经典按键移动联通老年人备用老人机""",88.0,向阳数码通信,11.0,广东 深圳
3415,"""vivo iQOO Neo手机骁龙855处理器液冷散热游戏手机vivo iqooneo""",1698.0,skhh811000,11.0,广东 广州
3887,"""现货速发OPPO Reno Ace高达定制版手机renoace限量官方正品旗舰机""",3999.0,yefei_hs,11.0,江苏 南京
3321,"""现货正品  HUAWEI nova 6 SE nova6se 4G全网通 华为nova6手机5G""",1916.08,诚信实拍数码,11.0,广东 深圳
3279,"""迷你超小超长待机微型儿童备用卡片最小网红个性跑车手机移动电信""",138.0,tao127302,11.0,广东 珠海
3567,"""Philips/飞利浦 G58移动联通老人机大屏大字大声超长待机老年手机按键双卡双待老人手机 男女学生备用功能机""",138.0,异维数码专营店,11.0,广东 深圳
4136,"""【活动减300元】OPPO K5 oppok5手机oppo未来x新款上市官网新品oppok3 k1 r17 oppoa9 a5 r15 0ppok7全新机k6""",1799.0,骏灿数码专营店,11.0,广东 广州
4135,"""【活动减300元】OPPO K5 oppok5手机oppo未来x新款上市官网新品oppok3 k1 r17 oppoa9 a5 r15 0ppok7全新机k6""",1799.0,骏灿数码专营店,11.0,广东 广州
3444,"""vivo iQOO Neo手机骁龙855处理器液冷散热游戏手机vivo iqooneo""",1698.0,skhh811000,11.0,广东 广州
4348,"""当天发24期分期优惠800元 Huawei/华为 P30 Pro手机官方旗舰店正品直降麒麟980新款非5g全网通p30pro新品""",4488.0,广东电信亿品汇专卖店,11.0,广东 深圳
4259,"""Nokia/诺基亚 2220s 滑盖手机 经典按键移动联通老年人备用老人机""",88.0,向阳数码通信,11.0,广东 深圳
3503,"""Apple/苹果 iPhone X  智能机全屏5.8寸 8X全新手机美版无锁机""",3250.0,iphone家族1,11.0,广东 深圳
3862,"""【已直降400分期免息】Huawei/华为畅享9plus手机官方旗舰店官网正品全面屏手机畅享9 畅享10畅享10plus手机""",849.0,千瑞宏达手机专营店,11.0,广东 深圳
3112,"""中兴守护宝F6S原装正品超薄水滴全面屏安卓大屏游戏4G全网通智能手机老人手机指纹移动联通电信版128G学生价""",388.0,旭辰数码专营店,11.0,广东 深圳
3618,"""【咨询优惠/当天发货】Huawei/华为 畅享10 官网官方旗舰店华为手机畅想10plus正品全网通nova5pro千元机""",1199.0,能良数码官方旗舰店,10.0,上海
3552,"""Nokia/诺基亚 新105移动联通电信老人机超长待机直板按键功能手机""",85.0,tb149197299,10.0,广东 深圳
3613,"""新年优惠直降现货免息送礼Huawei/华为nova4e手机官方旗舰店正品华为nova5ipro畅享10plus荣耀20直降9x""",1068.0,oksj数码旗舰店,10.0,广东 深圳
3646,"""【花呗免息0首付】现货发顺丰Huawei/华为P30 Pro曲面屏超感光徕卡四摄变焦双景录像980智能手机p30pro正品""",4488.0,华子聚源手机专营店,10.0,浙江 台州
4321,"""当天发12期分期 Huawei/华为nova 5 Pro手机官方旗舰店官网正品华为nova5pro/nova5i手机nova4e/p30pro降价""",2499.0,启能数码专营店,10.0,北京
3462,"""Meizu/魅族 PRO 7 Plus全网通手机 魅族pro7""",900.0,佳讯数码168,10.0,广东 深圳
3581,"""实价现货 HUAWEI nova 6/nova 6 5G手机全网通 华为nova6 nova6SE""",1916.08,诚信实拍数码,10.0,广东 深圳
4358,"""华为 honor/荣耀 荣耀畅玩8A 移动联通电信4G全网通手机全面屏 电信官方旗舰店 \u0026""",629.0,中国电信官方旗舰店,10.0,北京
3456,"""分期免息Apple/苹.果 i.Phone SE 全新5se正品5s国行三网通4G手机""",788.0,羊羊201088,10.0,广东 深圳
3704,"""【千机网旗舰店】【新品现货】Samsung/三星Galaxy Note10+SM-N9760 5G骁龙855防水SPen游戏智能拍照手机官方""",7999.0,千机网旗舰店,10.0,四川 成都
3500,"""vivo X23新手机正品 拍照美颜 vivox23/x23幻彩版屏幕指纹x23手机""",1633.0,china手机城,10.0,广东 东莞
3298,"""【24期免息】vivoX30 5G新品vivo手机 vivox27 vivox30 x30pro 5g手机双模手机vivo5G手机""",3298.0,vivo铁络专卖店,10.0,山东 济南
3426,"""分期免息Apple/苹.果 i.Phone SE 全新5se正品5s国行三网通4G手机""",788.0,羊羊201088,10.0,广东 深圳
3351,"""纽曼P20S老年手机4g全网通军工三防智能手机超长待机声音大正品诺基亚电信版老人机5g老年机大屏大字学生手机""",399.0,纽曼世腾专卖店,10.0,广东 深圳
4058,"""【4800万三摄】华为荣耀Play3全网通4G智能学生老年人备用大内存大电量超长待机女性魅眼拍照手机畅玩89c""",799.0,优爱特手机专营店,10.0,北京
3330,"""皓轩H26 老人机超长待机直板女款大屏大字大声移动电信版老年手机正品联通学生诺基亚功能三防按键小手机备用""",39.0,皓轩科音专卖店,10.0,广东 深圳
3319,"""Samsung/三星 Galaxy Note10+ SM-N9760 5G 港行港版韩版美版手机""",3768.0,许婵娟xx,10.0,广东 深圳
3827,"""vivo iQOO高通骁龙855游戏手机VIVOIQOO iqoopro手机NEO855手机""",1868.0,青松数码2009,10.0,湖北 武汉
4105,"""努比亚（nubia）M2 畅玩版全网通移动优先版 移动联通电信4G手机 双卡双待 黑色全网通公开版老年人智能手机""",499.0,金万吉数码专营店,10.0,广东 深圳
3274,"""直降540元】华为honor/荣耀9X Pro 官方正品9X 旗舰V30游戏手机8X""",899.0,桃花数码,10.0,山东 济南
3370,"""新品分期免息Huawei/华为nova6se手机全面屏华为官方旗舰店官网正品华为手机nova6pro直降nova5pro荣耀p30pro""",2199.0,创汇通达数码旗舰店,10.0,北京
4069,"""【已降200元】OPPO A11 oppoa11手机oppo新品a11 a11x 0pp0a9x a7 a5 0ppo手机r19 r17 r15x r11s k1 k3 k5""",1299.0,oppo蓝源专卖店,10.0,广东 深圳
4130,"""【双II会场】分期免息Huawei/华为荣耀10青春版手机全面屏官方旗舰店官网正品华为10新款荣耀V10 V20 nova3""",896.0,潍坊联通官方旗舰店,10.0,广东 深圳
4203,"""Huawei/华为 P20送皮套智能4G全网通6g运行正品手机降价P20现货""",1499.0,领全中心,9.0,广东 深圳
3945,"""【12期花呗0首付/领100元劵】华为honor荣耀20青春版手机官方旗舰店20i正品9x降价9xpro青春版20s新品play3""",1159.0,卓瓦数码专营店,9.0,上海
4305,"""Meizu/魅族 魅蓝E2全网通4g快充智能5.5英寸指纹解锁一体手机""",385.0,菜猪的小猪,9.0,广东 深圳
3970,"""小米有品官方Qin2pro多亲ai手机全屏2代助手小爱同学手机功能机智能学生备用戒网手机4g老年微信儿童定位手机""",599.0,飞可盈数码专营店,9.0,浙江 杭州
3134,"""直降650元/畅享10plus手机官网HUAWEI 华为畅享10 plus官方旗舰9""",938.0,wezebaba,9.0,广东 深圳
3326,"""【7.12英寸大屏幕】华为荣耀8X Max 骁龙全面屏水滴屏大电池长待机正品官方旗舰店 4G全网通智能手机畅享max""",978.0,民讯通数码专营店,9.0,北京
4052,"""jdodo巨豆豆老年机超长待机声音大大字大声联通4G简单版老人手机""",128.0,chxzw,9.0,江苏 宿迁
3845,"""顺丰速发三期免息Huawei/华为 畅享9puls官方旗舰店官网正品nova3/4e手机mate20畅想9plus荣耀8x""",799.0,民讯通数码专营店,9.0,北京
3432,"""Huawei/华为Mate20Pro6G+128G官网正品mate20pro麒麟980手机""",800.0,专注通讯数码小家,9.0,广东 深圳
3962,"""送壕礼honor/荣耀 荣耀V10 全面屏游戏手机全网通4G手机现货全网""",950.0,女神的衣柜2015,9.0,广东 深圳
3404,"""Huawei/华为Mate20Pro6G+128G官网正品mate20pro麒麟980手机""",800.0,专注通讯数码小家,9.0,广东 深圳
3215,"""现货】Nokia诺基亚2720 翻盖全网通4G手机长待机学生备用手机 双卡双待按键经典双屏手机官方正品国行 800""",689.0,图腾数码专营店,9.0,北京
4282,"""Huawei/华为 P20送皮套智能4G全网通6g运行正品手机降价P20现货""",1499.0,领全中心,9.0,广东 深圳
3349,"""三期免息 Meizu/魅族 魅蓝E2 正品未拆封 全网通4G5.5寸指纹手机""",428.0,chenlongshao5,9.0,广东 深圳
4074,"""官网直降800元华为HUAWEI HUAWEI Mate 30 Pro 5G旗舰手机曲面屏""",3199.0,桦泰圣鹰手机,9.0,河南 郑州
4103,"""现货分期免息Huawei/华为 Mate 10 全网通4G保时捷手机mate10 pro""",1118.0,奶味雪碧,9.0,广东 深圳
3595,"""关爱心A5C儿童手机迷你小学生可爱移动电信版定位棒棒机初中学生手机只可以打电话男生非智能女款卡片手机""",98.0,深圳易乐购数码专营店,9.0,广东 深圳
3941,"""现货顺丰速发/华为HONOR荣耀畅玩8智能手机全新官网正品大屏青春学生手机华为荣耀官方旗舰店畅玩7手机9x""",439.0,启能数码专营店,9.0,北京
3781,"""Huawei/华为 C2829 天翼4G电信学生备用直板按键大字大声老人手机""",28.0,篮淋海,9.0,广东 深圳
3936,"""正品康佳老人机按键直板女老年手机大屏大字大声音超长待机儿童小学生功能备用诺基亚经典款怀旧小米华为联想""",248.0,大和数码配件专营店,8.0,广东 深圳
3434,"""12期分期Apple苹果iphone7全新4G智能手机全新原封装正品国行4.7英寸128G电信移动联通全网通未激活官网直降""",2678.0,子因数码专营店,8.0,江苏 无锡
3708,"""纽曼 X8学生手机迷你4G全网通版移动联通电信小屏智能卡片手机网红小手机超薄触屏袖珍男女款安卓个性备用机""",399.0,深圳易乐购数码专营店,8.0,广东 深圳
3481,"""诺基亚经典老人机移动联通4G全网通超长待机大字大声老年人手机""",248.0,华强北品牌数码,8.0,广东 深圳
3266,"""4G全网通BIRD/波导 A520老年手机超长待机大字大声大屏电信版大声音双卡双待直板移动女诺基亚老人老年机手机""",158.0,爱要美数码专营店,8.0,湖南 长沙
2740,"""vivo X23水滴屏手机新款限量版vivox23手机X21全新vivox27幻彩版""",1418.0,诚信花木0102,8.0,浙江 杭州
3406,"""12期分期Apple苹果iphone7全新4G智能手机全新原封装正品国行4.7英寸128G电信移动联通全网通未激活官网直降""",2678.0,子因数码专营店,8.0,江苏 无锡
3966,"""【至高可省300元】OPPO Reno Ace opporenoace新品手机oppo未来x opporeno2 renoace oppor17 r19 r15x 0ppo""",2999.0,三际数码官方旗舰店,8.0,山东 济南
3515,"""【现货】Nokia/诺基亚800三防全网通4G双卡双待超长待机军工直板老年手机备用功能机学生按键手机 2720 105""",899.0,米莜数码专营店,8.0,湖北 武汉
4000,"""现货华为honor/荣耀 荣耀V30 PRO手机v20 v30双模5G全新官方正品""",2918.0,yuzunyi0423,8.0,北京
4386,"""Xiaomi/小米 红米8A 新品大电量大屏幕智能游戏学生老年人手机小米官方旗舰店官网redmi红米8a正品""",678.0,华飞数码专营店,8.0,上海
3987,"""Letv/乐视 X900 +全网通4G双卡双待指纹解锁2K屏幕乐MAX智能手机""",550.0,超越数码1688,8.0,广东 深圳
3767,"""坚果 Pro 3锤子坚果手机Pro3 SMARTISAN/锤子坚果Pro2 坚果3pro2s""",2348.0,心萍通讯,8.0,上海
4327,"""移动版万德利WDLEE影音唱戏老人手机电霸手写长待机大听筒老年机""",158.0,zhen爱13,8.0,湖北 武汉
3908,"""现货Samsung/三星 Galaxy Note10 SM-N9700 三星美版Note104G手机""",3900.0,家有羽翰,8.0,福建 福州
3759,"""【花呗免息/12期0首付】Huawei/华为 P30 手机华为p30 pro新款非5g全网通官方正品华为p30 pro直降价nova""",3388.0,华子聚源手机专营店,8.0,浙江 台州
4363,"""送钢化膜 Lenovo/联想 Z6青春版   骁龙710 8倍混合变焦手机""",859.0,北京的老爷们,8.0,北京
3591,"""Samsung/三星 SM-W2015全新正品行货翻盖双屏商务智能手机电信4G""",1300.0,liyahui0,8.0,北京
3645,"""华为手机【华为nova6SE】HUAWEI nova 6/nova 6 5G双模 全新正品""",1886.11,云科数码店,7.0,河北 石家庄
3246,"""正品朵唯F9翻盖手机老年手机大屏大字大声全网通4g老人手机超长待机男女款商务老年机大音量按键学生电信手机""",148.0,朵唯深圳专卖店,7.0,广东 深圳
3632,"""OPPO Find X 全网通4G智能高通骁龙845手机 oppofindx曲面屏手机""",2499.0,always1437,7.0,浙江 杭州
4316,"""优惠200元当天发送手环Huawei/华为 畅享10s 手机官方旗舰店正品官网畅享10s畅想10plus直降新款非5g全网通""",988.0,广东电信亿品汇专卖店,7.0,广东 深圳
4106,"""Apple/苹果 iPhone 7 Plus全新正品国行 iPhone7全网通苹果7P手机""",2300.0,绯红悠游,7.0,广东 深圳
3594,"""现货速发/选送手环音箱/6期免息/华为HONOR/荣耀V30双模5G手机 麒麟990 官方旗舰店 官方正品 荣耀v30pro手机""",3299.0,东利数码专营店,7.0,河南 洛阳
3356,"""Philips/飞利浦 E109C 2G电信版老人机 迷你可爱男女学生经典老年人直板按键备用大字大屏小手机商务儿童""",179.0,飞利浦官方旗舰店,7.0,上海
3893,"""【当天发+分期】Xiaomi/小米 Redmi 8红米8a智能新手机学生大电池""",615.0,敬旭业,7.0,四川 成都
3681,"""华为p30pro直降全网通手机huaei华为正品p30pro天空之境赤茶橘""",2790.0,tb628398367,7.0,湖北 武汉
3961,"""顺丰现货发送好礼 Meizu/魅族 魅蓝6 手机魅族官方旗舰店官网正品魅族S6/魅族note8老人学生手机备用机""",575.0,启能数码专营店,7.0,北京
2308,"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全网通正品4G""",688.0,菊花的仙人掌817,7.0,广东 广州
3746,"""领劵立减HUAWEI/华为Mate30RS保时捷设计华为官方旗舰店华为手机mate30pro5g华为5g保时捷限量版荣耀折叠机""",13488.0,创汇通达数码旗舰店,7.0,北京
2160,"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全网通正品4G""",688.0,菊花的仙人掌817,7.0,广东 广州
4034,"""苹果6s iPhone6s 6splus 苹果6sp手机全网通正品国行 iphone""",1030.0,品优科技8886,7.0,北京
4164,"""【原装正品】vivo U1 Z1青春 U3X Y85Y97Y83全网通4G美颜智能手机""",658.0,大眼睛数码正品商城,7.0,北京
3548,"""【双II会场】新品送礼包xiaomi/小米 红米8手机redmi8大电池智能官方旗舰店正品红米7全网通note8pro官网正品""",699.0,潍坊联通官方旗舰店,7.0,广东 深圳
3716,"""速发Samsung/三星 GALAXY C8 SM-C7100面部识别双摄全网通4G手机""",798.0,永盛通讯连锁机构,7.0,广东 东莞
4042,"""Meizu/魅族 魅蓝6全网通4G指纹解锁5s双卡大屏安卓智能手机note5""",208.0,520靓女我来了,7.0,广东 广州
4233,"""【原装正品】vivo U1 Z1青春 U3X Y85Y97Y83全网通4G美颜智能手机""",658.0,大眼睛数码正品商城,7.0,北京
3376,"""【64G限时直降120元】Xiaomi/小米红米8A手机官方旗舰店7A官网大电量长待机智能游戏学生老年人手机正品""",459.0,卓瓦数码专营店,7.0,上海
3721,"""OPPO Reno全屏手机OPPOReno2高清双摄 OPPORenoZ10倍变焦正品手机""",1780.0,always1437,7.0,浙江 杭州
3584,"""【5G新款】OPPO Reno3 opporeno3新版5g手机上市5g新品手机opporeno 2z reno3pro r17 r19 oppo未来x renoace""",3399.0,oppo金谷专卖店,7.0,广东 深圳
3670,"""新品当天发【3期免息】Huawei/华为nova 5z官方旗舰店正品新款nova5z直降mate30 pro全网通学生手机p20千元机""",1499.0,京联通达数码旗舰店,6.0,北京
3985,"""双12【三皇冠】honor/荣耀 荣耀20全网通麒麟980全面屏手机20pro""",1458.0,天逸数码1688,6.0,广东 深圳
4017,"""Gionee/金立 V109 老人机 超长待机 直板按键 双卡双待 手机""",388.0,深圳芯芸通讯,6.0,广东 深圳
4396,"""【花呗免息/12期0首付】Huawei/华为 nova 5 华为nova5手机非5g直降官方正品P30 pro新款荣耀20全网通mate 30""",2599.0,华子聚源手机专营店,6.0,浙江 台州
4013,"""【5G新品上市 现货速发】Samsung/三星Galaxy A90 5G SM-A9080骁龙855游戏智能拍照25W快充旗舰手机""",3699.0,云南移动官方旗舰店,6.0,云南 昆明
4393,"""直降300元6期免息Huawei/华为 P30 官网官方旗舰店手机30正品p30直降mate20x/p20新款荣耀30pro""",3388.0,武汉电信旗舰,6.0,湖北 武汉
3122,"""honor/荣耀 荣耀9x 直降380当天发货荣耀手机华为手机麒麟810v30""",899.0,高兴干嘛,6.0,上海
