title,price,store,commentcount,location
"""Xiaomi/小米 红米5 plus note5全面屏 红米note 4x 智能手机""",248.00,"""小小红星的我""",109,广东 深圳
"""全新OPPO A9全屏oppoa9x手机 指纹解锁6+128G内存 OPPO手机R17 A5""",1098.00,"""汇美优科技""",259,四川 成都
"""Xiaomi/小米 红米5 plus note5全面屏 红米note 4x 智能手机""",248.00,"""小小红星的我""",109,广东 深圳
"""全新OPPO A9全屏oppoa9x手机 指纹解锁6+128G内存 OPPO手机R17 A5""",1098.00,"""汇美优科技""",259,四川 成都
"""飞利浦E151Y电信版老年手机超长待机直板男女天翼大字大声老人机""",158.00,"""tb1185352_2012""",218,广东 深圳
"""当天发货 皓轩 H9天翼电信三防老人机超长待机大字大声大屏老年手机电信版老人手机正品按键直板手机""",49.00,"""武汉电信旗舰""",55,湖北 武汉
"""当天发/3期免息】Huawei/华为 畅享9全网通华为官方旗舰店正品手机p20畅想9官网nova4降价p30pro荣耀畅享10""",899.00,"""京联通达数码旗舰店""",215,北京
"""【8+128G低至2099起】Xiaomi/小米 小米MIX 3全面屏手机官方旗舰店正品mix2s新品mix4新品k20pro游戏手机""",2388.00,"""创起数码专营店""",5,江苏 南京
"""OPPO R9SPLUS官方正品双卡4Goppor11splus游戏学生手机oppor9sr11""",789.00,"""浩源数码商城""",4,浙江 杭州
"""【华为Nova5直降990】HUAWEI nova 5PRO官方全新正品手机5i Pro""",1006.99,"""云腾数码商城""",93,河南 郑州
"""motoz2force 手机 Motorola/摩托罗拉 Moto Z2 Play 2018""",379.00,"""mc牙刷""",4,广东 深圳
"""Philips/飞利浦 E171L 直板老人机大字大声大屏超长待机老年手机男女款移动联通版按键学生备用诺基亚功能机""",188.00,"""卖动数码专营店""",79,广东 深圳
"""ulcool/优乐酷 V1时尚翻盖小手机袖珍迷你个性商务男女学生备用机""",105.00,"""abc时尚精品阁""",23,广东 深圳
"""Huawei/华为C5070天翼4g版电信老人手机直板CDMA电信按键备用机""",60.00,"""人生如戏42574900""",121,广东 深圳
"""华为畅享10S新品现货速发HUAWEI 华为畅享10全面屏官方正品4G手机""",1099.00,"""视界电讯""",12,四川 成都
"""Nokia/诺基亚 2220s经典滑盖按键老年手机老人小学生备用手机移动""",65.00,"""shaoduan89""",30,广东 深圳
"""Apple/苹果 iPhone X   全面屏5.8英寸 智能4G  手机""",3750.00,"""电子沈""",81,广东 深圳
"""现货速发OPPO Reno Ace高达定制版手机renoace限量官方正品旗舰机""",3999.00,"""yefei_hs""",11,江苏 南京
"""vivo iQOO全网通中移动骁龙855游戏vivo手机性能游戏机z5x vivox27 z5 iqoo手机 x21 vivox23 iqooneo855 z5x""",2998.00,"""中国移动官方旗舰店""",952,浙江 杭州
"""【 独家派工系统】格力手机二代G0215D色界G0245D格力3代派工系统""",448.00,"""0lingyu0""",89,北京
"""金国威C800巨能王全语音双卡双待听力王超长待机直板定位按键手机""",190.00,"""九洲科技店""",202,河南 郑州
"""全网通 4G 正品国行Apple/苹果 iPhone 6s iPhone6splue苹果手机""",1030.00,"""品优科技8886""",32,北京
"""索爱 SA-T3C老人手机大字大声正品超长待机男女款学生军工三防移动版电霸全语音王按键备用直板电信老年手机""",149.00,"""索爱数码旗舰店""",332,广东 深圳
"""【当天发+分期】Xiaomi/小米 Redmi 8红米8a智能新手机学生大电池""",615.00,"""敬旭业""",7,四川 成都
"""三星直板老人机老年手机老款按键直板手机小学生专用4G卡电信版""",79.00,"""向阳数码通信""",162,广东 深圳
"""128G 1189起】Xiaomi/小米Max3手机官方旗舰店官网max3正品小米mix3全新note7新品学生老人智能手机note8 pro""",999.00,"""创起数码专营店""",1,上海
"""【6G+128G】中国移动N3移动 N5 pro渐变色NFC手机中国移动 M836""",595.00,"""大眼睛数码正品商城""",52,北京
"""Apple/苹果 iPhone 11 Pro Max手机国行iphone11promax港版美版""",7980.00,"""zxsgtc""",58,湖北 武汉
"""Philips/飞利浦 E258S老人手机大字声超长待移动CDMA电信版老年机""",139.00,"""liaominjie88""",20,广东 深圳
"""硕王 S3老人机超长待机4G全网通正品军工三防老年机大屏大字大声直板按键移动联通电信版学生功能老年人手机""",59.00,"""网能恒业数码专营店""",663,广东 深圳
"""Apple/苹果 iPhone XS Max 全网通双卡正品国行手机""",5799.00,"""云南移动官方旗舰店""",20,云南 昆明
"""新品vivo U3x千元学生价智能手机官网 vivou3x u3 u1 y93 y97 z1 y85 z5x z3 voviu1官方旗舰店bbk""",799.00,"""vivo衡视专卖店""",242,上海
"""vivo y67全网通指纹解锁vivoy66智能4G正品手机 vivoy55 y53""",328.00,"""尹梦儿99数码""",60,广东 深圳
"""当天发 HUAWEI 畅享9 PLUS 四摄全面屏全网通4G手机10""",757.24,"""赛西湖""",86,浙江 杭州
"""Xiaomi/小米 小米8手机屏幕指纹透明探索版周年纪念版骁龙845新品""",1048.00,"""年年盛商贸""",469,河南 郑州
"""当天发/下单减500/12期分期/Huawei/华为 Mate 20 华为Mate20pro手机官方旗舰店正品新款Mate20pro降价p30PRO""",2699.00,"""启能数码专营店""",17,北京
"""现货当天发 【直降500元】 黑鲨游戏手机1代 官方旗舰电竞手机 骁龙845小米黑鲨3代黑鲨二代三代红魔黑鲨2pro""",2239.00,"""金万吉数码专营店""",13,广东 深圳
"""Apple/苹果 iPhone XS 港版手机国行iphonexs美版三网无锁5.8英寸""",4470.00,"""zxsgtc""",63,湖北 武汉
"""现货Samsung/三星 Galaxy Note10 SM-N9700 三星美版Note104G手机""",3900.00,"""家有羽翰""",8,福建 福州
"""【分期0首付】OPPO Reno3 pro 5G手机全网通opporeno3pro5G新款上市r17 renoace未来x5G版opporeno3手机""",3999.00,"""乐语数码旗舰店""",3,北京
"""【分期免息 买一送五】realme X2 Pro realmex2pro新品手机限量版手机 realmeqrealme官方旗舰店realmeX2por""",3299.00,"""墨白数码专营店""",15,湖南 长沙
"""小辣椒手机 7x全面屏电信4G全网通智能游戏手机分期小屏5.5寸智能手机1000元以下大屏超薄安卓学生价""",539.00,"""小辣椒旗舰店""",2923,广东 深圳
"""OPPO A37全网通4G手机 支持NFC功能八核智能手机A59S手机智能指纹""",360.00,"""辉斯诺科技有限公司""",6,广东 深圳
"""【百亿补贴】直降 速发 华为 Nova5ipro麒麟810手机4800万AI四摄生防水5G官方P30PRO旗舰nova6""",1799.00,"""玩风数码专营店""",1,山东 济南
"""【直降550元】honor/荣耀 荣耀9X PRO手机 荣耀20s 华为荣耀9xpro""",898.00,"""wezebaba""",78,广东 深圳
"""【优惠送礼】Apple/苹果iPhone 11 Pro 新品iphone11pro iphone 11 pro max 苹果正品手机xs苹果11max 正品""",7998.00,"""鑫辉数码旗舰店""",24,广西 南宁
"""直降50【3期免息】Huawei/华为畅享10 手机官方旗舰店正品畅享10华为手机10plus新款全网通老年畅想9直降p30""",1199.00,"""京联通达数码旗舰店""",18,北京
"""分期免息/华为科技潮牌/荣耀9X麒麟810芯片全网通智能手机全新官方旗舰店官网正品荣耀8x华为荣耀20pro 9X""",1099.00,"""启能数码专营店""",42,北京
"""现货 honor/荣耀 荣耀Play3  华为play3手机 4800万像素""",528.00,"""深圳市酷优淘数码公司""",23,广东 深圳
"""小辣椒新105全网通4G老人老年手机WiFi版超长待机大字大声音大屏老年机正品联通直板按键非智能机诺基亚电信""",68.00,"""万诚春数码专营店""",2116,广东 深圳
"""【直降500 12期免息 同城闪送】vivo X27 4800万广角夜景三摄全网通官方正品智能4G手机vivoX27""",2498.00,"""中人通信数码旗舰店""",91,陕西 西安
"""超薄X23水滴屏刘海全面屏全网通4G智能手机一体机老人学生价指纹""",164.64,"""连达时尚数码通讯""",76,广东 深圳
"""【新年狂欢】24期分期 速发享原装礼 黑鲨2pro游戏手机2Pro正品Helo官方旗舰店骁龙855plus吃鸡3代电竞专用5G""",3699.00,"""玩风数码专营店""",38,山东 济南
"""守护宝 上海中兴L660老人翻盖手机老年手机老年机男女款老人手机""",199.00,"""守护宝旗舰店""",349,上海
"""Sony索尼手机Xperia XZ2 Premium真双摄4K HDR高清屏骁龙845智能手机""",3199.00,"""sony手机官方旗舰店""",320,广东 深圳
"""Meizu/魅族 魅蓝 E3 魅蓝MAX 6T  V8智能全网通手机""",530.00,"""啊啊啊吧62148947""",41,上海
"""未开封 OPPO R17 Pro全网通oppor17 pro超级闪充手机reno ace r17""",1978.00,"""子洁0791""",20,江西 南昌
"""Nokia/诺基亚 1508电信版天翼CDMA直板小手机老人手机学生老年机""",100.00,"""tb412290611""",19,上海
"""Apple/苹果 iPhone 8 Plus 8代8P手机iphone8Plus三网通美版8plus""",2000.00,"""iphone家族1""",422,广东 深圳
"""【3期免息 现货速发】Apple/苹果 iPhone 11全网通4G智能双卡手机国行正品2019新品xr xsmax 7plus正品pro 8""",5199.00,"""润森数码旗舰店""",42,广东 深圳
"""新品OPPO A11x官方正品oppoa11x手机 a11 0ppo a9 0pp0 11x opop""",1504.00,"""yy_sky_2008""",143,广东 东莞
"""【限时立减100】现货vivo z5x手机vivo z5x限量版新品x性能游戏viv0z5x手机vivo老人手机z5xvivo学生x27u3x""",1298.00,"""君问数码官方旗舰店""",367,浙江 杭州
"""360 n7Pro全面屏AI四摄骁龙710大屏智能手机正品360游戏自拍手机""",869.00,"""微笑弥漫yoyo""",61,广东 深圳
"""中诺SG505老人手机 大音量 电筒 来电报名字 全语音王 收音机外放""",99.00,"""天天平价823""",66,江西 南昌
"""小辣椒 红辣椒7X全面屏4G全网通手机电信1000元左右双卡双待智能手机安卓游戏学生价手机千元内正品""",539.00,"""小辣椒旗舰店""",170,广东 深圳
"""新款【顺丰速发】华为honor/荣耀8X手机全网通官方旗舰店正品华为荣耀9x/20i/10青春版8xmax降价v30非5g畅享9""",899.00,"""潍坊联通官方旗舰店""",6,广东 深圳
"""正品康佳老人机按键直板女老年手机大屏大字大声音超长待机儿童小学生功能备用诺基亚经典款怀旧小米华为联想""",248.00,"""大和数码配件专营店""",8,广东 深圳
"""立减200 vivo Z5X新品手机 vivoz5x限量版 vivoz5 bbk vivo Z1 z3""",1298.00,"""yy_sky_2008""",640,广东 东莞
"""7.5英寸大屏欧加S29全面屏学生游戏手机10G运行256G内存吃鸡王者""",588.00,"""天盛动力""",5,广东 深圳
"""XIND/心迪 XD-A3电信翻盖手机老人机大字大屏男女款老年手机正品""",114.00,"""通讯服务联盟""",29,广东 东莞
"""Sony Ericsson/索尼爱立信 U10/u10i滑盖800万WIFI手机包邮送大礼""",250.00,"""judy90988""",61,广东 深圳
"""现货顺丰速发/华为HONOR荣耀畅玩8智能手机全新官网正品大屏青春学生手机华为荣耀官方旗舰店畅玩7手机9x""",439.00,"""启能数码专营店""",9,北京
"""【到手价999元】Meitu/美图 T9美图T9限量版小樱v7美图手机旗舰店官方新款正品双卡双待美颜手机美图t8s v6""",999.00,"""秉合影音专营店""",289,湖北 武汉
"""OPPO K3新品限量全面屏正品手机oppok1 k3 k5屏幕指纹版超薄""",999.00,"""怡家土特产""",2,浙江 嘉兴
"""ROG玩家国度骁龙855plus游戏双卡双待120Hz电竞装甲套装精英经典至尊版全网通4G腾讯定制败家之眼华硕手机2代""",3399.00,"""rog艾本专卖店""",22,浙江 杭州
"""【12期花呗0首付/领100元劵】华为honor荣耀20青春版手机官方旗舰店20i正品9x降价9xpro青春版20s新品play3""",1159.00,"""卓瓦数码专营店""",9,上海
"""直降1900 NEX3 5G现货vivo NEX双屏版全4G正品双屏手机双面屏nex2""",2699.00,"""九一数码商城""",64,广东 深圳
"""128G低至1129元起/送手环】Xiaomi/小米 小米CC 9e系列新品双C位拍照旗舰手机大电池cc9e官方旗舰正品全网通""",949.00,"""魅立数码专营店""",11,广东 深圳
"""Samsung/三星GT-E1190翻盖移动电信按键老人机老年备用学生小手机""",138.00,"""星品一河数码商城""",46,浙江 杭州
"""分期免息Apple/苹果 iPhone XR 苹果xr iphonexr手机xs max苹果8x""",2800.00,"""时尚华尔""",1033,广东 广州
"""Huawei/华为 P8青春版电信4G移动联通双4G大屏八核超薄手机送礼包""",300.00,"""ww476861536""",,广东 深圳
"""送无线充24期分期0首付新款Apple苹果iPhone 11官方旗舰店正品官网iphone11手机双卡双待xr原封xsmax有11pro""",5288.00,"""飞鸿数码旗舰店""",30,湖南 长沙
"""WDLEE三防老年手机大字大声盲人手机语音王手机报名字超长待机""",99.00,"""何人在炅途88""",12,广东 深圳
"""Samsung/三星 GALAXY S8+ SM-G9500 港版美版S8全网通S9手机S10""",1500.00,"""arianai""",135,上海
"""Xiaomi/小米 红米6 红米6A智能学生手机老人手机红米6 pro三卡槽""",488.00,"""世佳数码店""",439,广东 深圳
"""分期vivo X20面部解锁 全网通4G双卡双待Y66智能手机x9s正品y67""",448.00,"""馨宛阁""",2,广东 广州
"""诺基亚 6120C直板经典按键音乐学生戒网备用移动联通4G老人手机""",58.00,"""欣欣旺数码""",27,广东 深圳
"""全新honor/荣耀 畅玩5A全网通版5.5寸屏双卡4G智能手机老人手机""",327.60,"""亿达实业公司""",45,广东 深圳
"""免息当天发HUAWEI nova 4e全面屏水滴屏Nova4e手机nova5""",1086.91,"""赛西湖""",324,浙江 杭州
"""Huawei/华为 T2011移动3G手机联通直板电信4g学生备用机老年机""",98.00,"""人生如戏42574900""",163,广东 深圳
"""Huawei/华为 T2011移动3G手机联通直板电信4g学生备用机老年机""",98.00,"""人生如戏42574900""",163,广东 深圳
"""顺丰现货发送好礼 Meizu/魅族 魅蓝6 手机魅族官方旗舰店官网正品魅族S6/魅族note8老人学生手机备用机""",575.00,"""启能数码专营店""",7,北京
"""送壕礼honor/荣耀 荣耀V10 全面屏游戏手机全网通4G手机现货全网""",950.00,"""女神的衣柜2015""",9,广东 深圳
"""二代Razer Phone 2雷蛇手机防水骁龙845 120Hz游戏美版美国直邮""",2749.00,"""sunzhiguang_2007""",54,美国
"""Motorola/摩托罗拉 p30 note5000毫安大应用多开全网通老人手机""",585.00,"""会飞的鱼919580296""",62,河南 郑州
"""8xx起【送壳膜+分期免息】中兴/ZTE Blade 20 Smart孝心版全网通4G手机双卡双待老人机智能手机大屏脸部识别""",849.00,"""宇奇一达数码专营店""",19,北京
"""【至高可省300元】OPPO Reno Ace opporenoace新品手机oppo未来x opporeno2 renoace oppor17 r19 r15x 0ppo""",2999.00,"""三际数码官方旗舰店""",8,山东 济南
"""选充电宝】小米8 骁龙845手机屏幕指纹版pro透明探索版官方旗舰八周年纪念店2000万像素3400mAh大电池支持NFC""",2509.00,"""君胜数码专营店""",81,广东 深圳
"""ulcool/优乐酷 V36卡片手机超薄迷你超小学生男女非智能直板备用""",186.00,"""齐文文2004""",29,四川 成都
"""纽万不能听音乐没有游戏无上网功能只能接打电话的学生迷你小手机""",77.90,"""twitwi""",147,福建 泉州
"""小米有品官方Qin2pro多亲ai手机全屏2代助手小爱同学手机功能机智能学生备用戒网手机4g老年微信儿童定位手机""",599.00,"""飞可盈数码专营店""",9,浙江 杭州
"""【12期免息】OPPO Reno2 Z opporeno2z手机新款上市 opporeno2z oppo未来find x opporenoace 10倍变焦版 r17""",2499.00,"""oppo银通亿禾专卖店""",5,浙江 宁波
"""【全国联保】飞利浦/PHILIPS E515移动联通4G翻盖智能老人手机 大字大声大屏双卡双待机男女款商务怀旧老年机""",439.00,"""图腾数码专营店""",1,北京
"""Motorola/摩托罗拉 p50四曲玻璃21:9超宽屏4800万高清双摄手机""",1248.00,"""郑州启帆通讯""",21,河南 郑州
"""Huawei/华为 mate 10 pro 徕卡双摄全面屏4g全网通手机双卡双待新""",1210.00,"""tb831058704""",44,广东 深圳
"""【4G全网通】纽曼L8S老人机超长待机正品直板军工三防按键学生女款小手机大屏大字大声音移动电信版老年手机""",119.00,"""纽曼世腾专卖店""",57,广东 深圳
"""Huawei/华为 Mate 10 智能双4G全网通Mate10pro 手机高配游戏双待""",1210.00,"""tb831058704""",31,广东 深圳
"""【6期免期 现货当天发】Huawei/华为Nova 6 SE官方旗舰店正品p30直降nova6se新款mate30pro手机5g全网通p20""",2199.00,"""久汇数码专营店""",4,广东 深圳
"""KUH/酷和 K21电霸军工三防老人手机超长待机老人机老年机双手电筒""",99.00,"""阿芳sunny""",78,广东 深圳
"""6期免息 送多款礼品 Huawei/华为Mate 30 Pro 5G手机mate30pro5G版官方旗舰店P30直降matex保时捷rs新正品""",6899.00,"""同迅数码专营店""",3,辽宁 大连
"""诺基亚2610超长待机移动4G无摄像头学生戒网工厂保密直板老人手机""",58.00,"""璇璇花卉""",135,广东 广州
"""荣耀20【现货当天发】华为honor/荣耀 荣耀20pro旗舰手机新品pro""",1996.00,"""才发现永远太近""",104,辽宁 大连
"""纽曼 M560C老年手机超长待机直板女大屏大字大声音移动电信版老人机军工三防学生儿童功能机戒网小老人手机""",98.00,"""深圳易乐购数码专营店""",149,广东 深圳
"""现货Apple/苹果 iPhone 11 原封未激活 港版双卡4G全网通国行手机""",5068.80,"""lannl""",39,广东 珠海
"""现货当天发 坚果pro3手机 SMARTISAN/锤子 坚果 Pro 2SPRO3手机""",1779.06,"""潮流mwp""",124,广东 深圳
"""双12【三皇冠】honor/荣耀 荣耀20全网通麒麟980全面屏手机20pro""",1458.00,"""天逸数码1688""",6,广东 深圳
"""黑鲨游戏手机Helo配置8加128黑鲨helo高通845带游戏手柄畅快吃鸡""",1100.00,"""吸血鬼档案""",15,浙江 嘉兴
"""Letv/乐视 X900 +全网通4G双卡双待指纹解锁2K屏幕乐MAX智能手机""",550.00,"""超越数码1688""",8,广东 深圳
"""顺丰包邮Huawei/华为 畅享 8e 青春版智能老人手机官方旗舰店畅想8e 畅享8plus 畅享8E 全网通官网正品1000以""",459.00,"""久汇数码专营店""",554,广东 深圳
"""【高达定制版】OPPO Reno Ace opporenoace手机 oppo新品oppor17pro r19 r15x oppo未来x opporeno k1 k3""",3799.00,"""oppo金谷专卖店""",21,广东 深圳
"""【现货速发】Apple/苹果 iPhone XR 移动联通电信全网通版 苹果xr iphonexr xr手机""",4299.00,"""中国移动手机官方旗舰店""",4443,广东 广州
"""竞速版现货官方直降正品vivo iQOO Neo 855版骁龙游戏手机快充00""",1888.00,"""cnange1201""",17,四川 成都
"""摩托罗拉 V8 经典怀旧手机 翻盖超薄 老人手机 按键机 送蓝牙耳机""",300.00,"""强裕数码""",44,天津
"""黑莓9850原装正品三网电信4G大屏手写触摸屏学生手机WIFI热点戒网""",78.00,"""咪咪妙妙屋o耶""",19,广东 深圳
"""降价荣耀note10 正品联保honor/荣耀 荣耀NOTE10 GT游戏加速手机""",1433.52,"""东胜科技商城""",39,四川 成都
"""Samsung/三星 Galaxy Note10+ SM-N9760 5G 港行港版韩版手机美版""",3758.00,"""wxy优优""",1,广东 深圳
"""华为荣耀Note10全网通支持NFC吃鸡游戏加速液冷降温大屏手机NOTE8""",930.00,"""tb812304690""",75,广东 深圳
"""【正品原封】vivo Y85全面屏手机vivoy85 x75 vivoy79正品全新机""",635.00,"""大眼睛数码正品商城""",95,北京
"""【6G+128G】vivo Z3i手机vivoz5x vivoz3手机vivo vivox27 x21x23""",665.00,"""大眼睛数码正品商城""",86,北京
"""Sony/索尼 Xperia XZ2 Premium XZ2P H8166 港行港版手机 防水""",2250.00,"""黛菲烨之殿""",47,广东 深圳
"""现货华为honor/荣耀 荣耀V30 PRO手机v20 v30双模5G全新官方正品""",2918.00,"""yuzunyi0423""",8,北京
"""官网Xiaomi/小米 Redmi 7A红米7A官方旗舰手机红米7/8/8A老人正品""",358.00,"""心动卡行""",27,广东 深圳
"""24期免息送AI音响Huawei/华为 Mate 30 Pro 5G全网通p30pro手机正品官方旗舰店mate30pro直降mate40x折叠荣耀""",6399.00,"""三际数码官方旗舰店""",51,山东 济南
"""最高优惠430/6期免息】华为honor/荣耀 荣耀20Pro 手机全面屏麒麟980官方旗舰店正品V20降价官网20pro/荣耀20""",2699.00,"""卓瓦数码专营店""",75,上海
"""官网Xiaomi/小米 Redmi 7A红米7A官方旗舰手机红米7/8/8A老人正品""",358.00,"""心动卡行""",27,广东 深圳
"""24期免息送AI音响Huawei/华为 Mate 30 Pro 5G全网通p30pro手机正品官方旗舰店mate30pro直降mate40x折叠荣耀""",6399.00,"""三际数码官方旗舰店""",51,山东 济南
"""最高优惠430/6期免息】华为honor/荣耀 荣耀20Pro 手机全面屏麒麟980官方旗舰店正品V20降价官网20pro/荣耀20""",2699.00,"""卓瓦数码专营店""",75,上海
"""送指环扣充电宝 支持NFC*HTC 619D 电信4G单卡版 4.5英寸屏 入门级智能手机wifi热点正品手机""",169.00,"""莫拉克数码专营店""",35,浙江 杭州
"""【咨询领券立减300】Huawei/华为 nova 5i手机官方旗舰店正品nova5pro官网新款p20降价nova5 i""",1999.00,"""宝海天数码旗舰店""",4,吉林 长春
"""华为老人用智能手机 老年机大字大声大屏新一代荣耀畅玩7/8正品4g""",569.00,"""王玉玉1234""",31,上海
"""4卡4待军工三防老年手机一机多卡多待移动联通电信老人机超长待机""",49.90,"""li国涛886""",22,河南 商丘
"""4G5G版【现货降价】HUAWEI Mate 30 Pro华为麒麟990OLED环幕手机""",3468.00,"""妥啦易购""",18,重庆
"""纽曼P30水滴屏全面屏学生价超薄6.53英寸大屏安卓双卡6+128G大内存游戏手机老人老年打字大声拍照智能手机""",398.00,"""滨峰时代数码专营店""",23,广东 深圳
"""【5G新品上市 现货速发】Samsung/三星Galaxy A90 5G SM-A9080骁龙855游戏智能拍照25W快充旗舰手机""",3699.00,"""云南移动官方旗舰店""",6,云南 昆明
"""7.8寸商务手机大屏智能手机10G运行256G内存5g网络新手机512g曲屏""",1188.00,"""山清水秀6613093""",41,广东 深圳
"""OPPO K1屏幕指纹全面屏拍照学生游戏4G智能手机正品官方旗舰店oppok1""",1299.00,"""oppo官方旗舰店""",81695,广东 东莞
"""【官网同步发】华为honor/荣耀 荣耀V30 Pro5G手机v30 5g双模手机""",3838.00,"""博远通讯88""",23,浙江 杭州
"""Gionee/金立 V109 老人机 超长待机 直板按键 双卡双待 手机""",388.00,"""深圳芯芸通讯""",6,广东 深圳
"""BBK/步步高 I518 卡布奇诺学生老人手机 男女生直板按键音乐手机""",125.00,"""科惠通数码""",200,广东 深圳
"""Meitu/美图 T9美颜相机拍照手机新款V6限量版T8S分期正品美图秀秀""",899.00,"""xiangruyimo58""",90,广东 广州
"""（秒发）vivo Z1全面屏全网通4G正品手机vivo Z5X 全网通 vivoz5x""",1088.00,"""skhh811000""",4,广东 广州
"""男士商务手机翻盖双屏4G老年机大音量全语音王老人机手电筒BIXING""",119.00,"""蒋海红9960032699""",34,广东 东莞
"""Huawei/华为Mate 30麒麟990双快充4000万超感光徕卡三摄全网通4G非5G智能手机P30 Pro/10Plus 同城闪送""",3999.00,"""正飞中博数码旗舰店""",5,福建 厦门
"""【新品速发】honor/荣耀 荣耀Play3华为荣耀PLAY3正品智能手机""",562.00,"""坤富科技""",15,广东 深圳
"""现货honor/荣耀 荣耀9X麒麟810升降式4800万全面屏手机9xpro正品""",1092.00,"""df5738""",76,重庆
"""【领劵优惠】新款Xiaomi/小米红米note8pro手机官方旗舰正品9pro官网note7小米8青春版cc9小米9se红米k20 pro""",1299.00,"""潍坊联通官方旗舰店""",12,广东 深圳
"""立减300 vivo Z5新品手机vivoz5限量版vivoz5x vovi z3i vivozx5""",1398.00,"""yy_sky_2008""",390,广东 东莞
"""免息当天发Xiaomi/小米 Redmi Note 7红米note7Pro手机官方正品20""",1098.99,"""白开水的点燃方式""",80,河南 郑州
"""12期分期现货Apple苹果iPhoneXR移动联通电信全网通6.1英寸64G128G256G智能4G手机双卡双待正品国行全新原封""",4379.00,"""子因数码专营店""",21,江苏 无锡
"""戒网瘾隐形移动迷你手机超小袖珍直板微型按键儿童手机男女小学生""",78.00,"""耿58318595""",23,广东 深圳
"""老人机超薄军工三防老人手机超长待机带手电非DBEIF/东北丰 C5000""",89.00,"""阿芳sunny""",93,广东 深圳
"""全网通 Xiaomi / 小米9Pro 5G小米 5G 手机官方旗舰店骁龙855正品9plus全面屏小米9 pro官网新品""",3698.00,"""同迅数码专营店""",3,辽宁 大连
"""SAST先科-A898好日子翻盖老年手机大字体大声音收音机 照相机""",165.00,"""冯燕黄冈168""",135,湖北 黄冈
"""Coolpad/酷派S588原装正品老人机超长待机大屏大字大声音按键直板移动卡中老年手机备用小手机""",99.00,"""博珏数码专营店""",27,上海
"""苹果6s iPhone6s 6splus 苹果6sp手机全网通正品国行 iphone""",1030.00,"""品优科技8886""",7,北京
"""立省800元  vivo iQOO pro 5G版手机 iqoopro vivoiqoopro vivoiqoo 5g全网通 vivox27 x23 iqooneo 5g手机""",3798.00,"""三际数码官方旗舰店""",28,山东 济南
"""AK009笔式多功能个性迷你点烟器手电筒创意备用小手机移动联通""",152.00,"""非儿0327""",13,广东 深圳
"""Nokia/诺基亚 105中老年人机直板安卓充电口移动联通学生备用手机""",118.00,"""陈河_iloveyou""",61,广东 深圳
"""12期分期顺丰当天发直降Huawei/华为 Mate 20 X 全面屏超大广角徕卡三镜头正品智能手机mate30pro手机20""",2999.00,"""中电嘉信数码专营店""",1,北京
"""Apple/苹果 iPhone 8 Plus手机全新原装日版美版有锁国行无锁分期""",2599.00,"""wh80008""",109,广东 深圳
"""创星S8老年手机超长待机大字大屏大声音正品军工三防诺基亚移动联通电信4G全网通版学生按键女学生功能老人机""",58.00,"""炜广天成数码专营店""",399,广东 深圳
"""Philips/飞利浦 E108 长待手机男女款双卡时尚新款上班用无摄像头备用机按键老年机直板小学生迷你老人手机""",79.00,"""万通郑捷数码专营店""",25,广东 深圳
"""Meizu/魅族 魅蓝6全网通4G指纹解锁5s双卡大屏安卓智能手机note5""",208.00,"""520靓女我来了""",7,广东 广州
"""Apple/苹果 iPhone XR 全网通4G智能正品国行手机""",4459.00,"""云南移动官方旗舰店""",14,云南 昆明
"""Taiml/泰美利 918迷你超小直板可爱跑车袖珍保时捷钥匙扣备用手机""",75.00,"""非凡e品数码行""",89,广东 深圳
"""【12期免息降1000】OPPO Reno opporeno手机官方正品opopr17新品r15 findx r11s r19 0ppo未来x手机opporeno2""",2499.00,"""骏灿数码专营店""",45,广东 广州
"""vivo X23幻彩版x21全面屏花呗拍照u1手机x21全新正品x27vivox23""",1681.02,"""天骐骏通信商城""",118,广东 深圳
"""【至高优惠400】OPPO A5 oppoa5手机官方正品 oppo新品 a5 a3 a57 a83 a7x a77 a79 r9s r17 r11 oppo find x""",699.00,"""时器数码专营店""",497,湖南 长沙
"""vivo X23幻彩版x21全面屏花呗拍照u1手机x21全新正品x27vivox23""",1681.02,"""天骐骏通信商城""",118,广东 深圳
"""【至高优惠400】OPPO A5 oppoa5手机官方正品 oppo新品 a5 a3 a57 a83 a7x a77 a79 r9s r17 r11 oppo find x""",699.00,"""时器数码专营店""",497,湖南 长沙
"""Sony Ericsson/索尼爱立信 W910i W910学生老人时尚滑盖音乐手机""",80.00,"""judy90988""",83,广东 深圳
"""超大声音量喇叭老年机超长待机整点报时收音机耳背手电筒老人手机""",159.00,"""我是hej""",14,广东 深圳
"""jdodo巨豆豆老年机超长待机声音大大字大声联通4G简单版老人手机""",128.00,"""chxzw""",9,江苏 宿迁
"""翻盖老人手机移动联通电信4G老年大屏超长待机Nokia/诺基亚 7070""",98.00,"""陈桂鸿311""",5,广东 深圳
"""Nokia/诺基亚3108下翻盖手写输入信息水晶按键信号好个性经典手机""",125.00,"""21centuryq""",63,广东 深圳
"""[5G当天发]OPPO Reno3 Pro 5G手机全网通opporeno3pro新款上市5g版0ppofindx2 reno3官方限量超薄旗舰0pp0ace""",3999.00,"""骏灿数码专营店""",4,广东 广州
"""Xiaomi/小米 小米8SE全新710探索8青春新款学生手机小米8骁龙845""",808.00,"""旭山数码店""",71,广东 深圳
