,title,store,type,sells,price,skuid
5850,['荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+128GB 渐变蓝 移动联通电信4G全面屏'],['荣耀京东自营旗舰店'],全网通（6GB 256GB）,35271,1799.0,100004760342.6
5670,['纽曼（Newman）R15 星空黑 学生'],['纽曼京东自营官方旗舰店'],移动联通版,35258,198.0,100002582236.5
5426,['小米CC9美图定制版 索尼4800万AI三摄 3200万美颜自拍 全身美型 多功能NFC 8GB+256GB 游戏智能拍照'],['小米京东自营旗舰店'],6GB+64GB,35101,1499.0,100005664370.33
6202,['魅族 Note9 全面屏游戏拍照'],['魅族京东自营旗舰店'],全网通（4GB 64GB）,34626,1099.0,100003622444.0
842,['vivo iQOO水滴全面屏超广角AI三摄高通骁龙855电竞游戏'],['vivo官方旗舰店'],8GB  128GB,34095,2298.0,45243773455.75
6201,['魅族 16th Plus 全面屏游戏'],['魅族京东自营旗舰店'],16th（8GB+128GB）,33771,1798.0,50004579388.5
697,['realme 真我Q 4800万超广角四摄 高通骁龙712AIE 20W VOOC闪充 4035mAh大电池 全网通6GB+64GB 幻境白特别版 游戏智能'],['realme真我京东自营旗舰店'],6GB+64GB,32781,1322.75,100007873180.75
109,['Apple iPhone XS Max (A2104) 256GB 金色 移动联通电信4G'],['Apple产品京东自营旗舰店'],512GB,32770,8421.67,100001527909.78
4139,['华为 HUAWEI nova 5i Pro 前置3200万人像超级夜景4800万AI四摄极点全面屏6GB+128GB翡冷翠全网通双4G'],['华为京东自营官方旗舰店'],8GB+128GB,31216,2499.0,100007001638.67
4002,['三星 Galaxy Note10+ 5G'],['三星手机京东自营官方旗舰店'],标准版,30954,8449.0,100008035452.5
3848,['【至高优惠50】vivo U1全面屏AI智慧拍照 4G全网通大电量智能'],['vivo官方旗舰店'],3GB 32GB,30406,699.0,41633727864.67
6206,['魅族 X8 准旗舰游戏拍照'],['魅族京东自营旗舰店'],6GB+64GB,29916,949.0,100000827597.0
263,['Apple 苹果 iPhone XR '],['佳沪手机旗舰店'],全网通 64GB,29842,5199.0,32710266084.83
132,['Apple 苹果  iPhone8 '],['佳沪手机旗舰店'],全网通 64GB,29632,3199.0,17894218349.75
6082,['荣耀V30 PRO 5G 双模 麒麟990 5G SOC芯片 突破性相机矩阵 双超级快充 游戏'],['荣耀京东自营旗舰店'],官方标配,28000,4049.0,100008750293.0
6195,['魅族 16s 骁龙855全面屏拍照游戏'],['魅族京东自营旗舰店'],全网通（6GB 128GB）,27679,2299.0,100005087998.0
139,['Apple 苹果 iPhone 11 '],['佳沪手机旗舰店'],全网通 128GB,27604,5668.0,56498469944.33
593,['OPPO Reno Z 4800万超清像素 超清夜景2.0 VOOC闪充 6GB+256GB 珊瑚橙 全网通4G 全面屏拍照智能游戏'],['OPPO京东自营官方旗舰店'],8GB+128GB,26689,2264.0,100004969821.0
494,['Meitu 美图T9 6GB+128GB 浆果红 骁龙660芯片 拍照'],['美图京东自营官方旗舰店'],4+64GB,26653,1065.67,7867262.67
6027,['荣耀Play'],['疆界互联旗舰店'],全网通6G+128G尊享版,26558,1705.67,28904404674.33
5906,['荣耀20青春版 AMOLED屏幕指纹 4000mAh大电池 20W快充 4800万 '],['荣耀京东自营旗舰店'],全网通（4GB 64GB）,25909,1099.0,100006544762.0
660,['Redmi K30 120Hz流速屏 前置挖孔双摄 索尼6400万后置四摄 4500mAh超长续航 27W快充 6GB+128GB 紫玉幻境 游戏智能'],['小米京东自营旗舰店'],6GB+128GB,25495,1699.0,100008814796.33
495,['Meitu 美图T9 6GB+128GB 浆果红 骁龙660芯片 拍照'],['美图京东自营官方旗舰店'],6+128GB,25263,1399.0,7733533.0
6068,['荣耀V30 5G 双模 麒麟990 突破性相机矩阵 游戏'],['荣耀京东自营旗舰店'],官方标配,24305,3499.0,100009111528.5
6021,['荣耀Note10 全网通6G+64G 幻夜黑 移动联通电信4G全面屏'],['荣耀京东自营旗舰店'],6GB 128GB,24181,1699.0,8513324.0
5934,['荣耀8X Max 骁龙660 7.12英寸90%屏占比珍珠屏 6GB+64GB 魅海蓝 移动联通电信4G全面屏'],['荣耀京东自营旗舰店'],全网通（6GB 128GB）,23999,1199.0,100006004445.0
0,['1199!OPPO K3'],['OPPO手机乐良专卖店'],全网通,23990,1732.33,48514596682.22
3862,['【超级爆品】一加 OnePlus 7  骁龙855旗舰性能 4800万超清双摄 8GB+256GB 曜岩灰 全面屏拍照智能游戏'],['一加手机京东自营官方旗舰店'],12GB 256GB,23983,3398.5,100004710295.5
711,['realme 真我X青春版 2500万前置镜头 高通骁龙710 水滴全面屏 4045mAh大电池 氮气蓝 全网通6GB+64GB 游戏智能'],['realme真我京东自营旗舰店'],6GB+128GB,23861,1399.0,100005297820.0
6197,['魅族 16th Plus 全面屏游戏'],['魅族京东自营旗舰店'],16 Plus（6GB+128GB）,23613,1748.0,8945184.0
6184,['锤子（smartisan） 坚果 R1 6G+128GB 碳黑色 全面屏双摄  全网通4G'],['坚果手机京东自营旗舰店'],8+128G,23303,2499.0,7293066.0
698,['realme 真我Q 4800万超广角四摄 高通骁龙712AIE 20W VOOC闪充 4035mAh大电池 全网通6GB+64GB 幻境白特别版 游戏智能'],['realme真我京东自营旗舰店'],8GB+128GB,23112,1598.0,100008087994.33
5694,['联想Z5s 6GB+128GB 钛晶蓝 骁龙710AIE 后置AI变焦三摄 6.3英寸水滴屏 渐变玻璃机身 全网通4G'],['联想手机京东自营官方旗舰店'],6GB+64GB,22802,898.0,100002252269.0
3287,['【二手9成新】苹果7Plus'],['好机汇二手商品专营店'],128G 全网通,22747,1830.83,26425216421.83
647,['Redmi K20 索尼4800万超广角三摄 AMOLED弹出式全面屏 第七代屏下指纹 6GB+128GB 碳纤黑 游戏'],['小米京东自营旗舰店'],8GB+256GB,22643,1799.0,100005180502.33
6162,['酷派 cool 9 珍珠全面屏 4GB+64GB 人脸指纹双识别 私密双系统 8层镀陶 极光色 移动联通电信4G'],['酷派京东自营旗舰店'],酷派cool 9,22566,599.0,100005968280.5
727,['vivo U3 6GB+64GB 晶石蓝 5000mAh大电池 18W双引擎闪充 骁龙675处理器 全网通4G'],['vivo京东自营官方旗舰店'],官方标配,22037,1049.0,100007172145.83
740,['vivo X27 8GB+128GB大内存 雀羽蓝 零界全面屏AI三摄 移动联通电信全网通4G'],['vivo京东自营官方旗舰店'],8GB+256GB,21918,2798.0,100003936976.0
3987,['一加 OnePlus 7T 90Hz流体屏 骁龙855Plus旗舰 4800万超广角三摄\xa0 8GB+256GB 冰际蓝 游戏'],['一加手机京东自营官方旗舰店'],8GB 128GB,21811,3179.0,100008090794.46
4144,['华为 HUAWEI nova 6 5G 105°前置广角双摄 超感光暗拍 麒麟990芯片 8GB+128GB普罗旺斯全网通双卡双待'],['华为京东自营官方旗舰店'],5G SA/NSA双模,21795,3999.0,100008110081.0
785,['vivo iQOO 6GB+128GB 熔岩橙  高通骁龙855'],['vivo京东自营官方旗舰店'],12GB+128GB,21773,3098.0,100002963689.0
75,['Apple iPhone 11 Pro Max (A2220) 256GB 暗夜绿色  移动联通电信4G'],['Apple产品京东自营旗舰店'],64GB,21217,10221.67,100006946734.08
5932,['荣耀8X Max 骁龙660 7.12英寸90%屏占比珍珠屏 6GB+64GB 魅海蓝 移动联通电信4G全面屏'],['荣耀京东自营旗舰店'],全网通（4GB 128GB）,21152,1549.0,100000124087.5
6265,['黑鲨游戏'],['黑鲨京东自营官方旗舰店'],8GB+256GB,21054,2764.0,100003889298.75
5294,['小米9 Pro 5G 骁龙855Plus 30W无线闪充 8GB+256GB 钛银黑 双卡全网通 全面屏拍照智能新品游戏'],['小米京东自营旗舰店'],8GB+256GB,21014,3799.0,100008630671.0
699,['realme 真我X 4800万双摄 升降摄像头 高通骁龙710 屏下指纹 全网通8GB+128GB 朋克蓝 游戏智能'],['realme真我京东自营旗舰店'],4GB+64GB,21001,1099.0,100004664377.67
575,['OPPO Reno 4800万超清像素 NFC 超清夜景 8GB+256GB 星云紫 全网通 双卡双待'],['OPPO京东自营官方旗舰店'],8GB+256GB,20681,2838.0,100004955244.6
786,['vivo iQOO 6GB+128GB 熔岩橙  高通骁龙855'],['vivo京东自营官方旗舰店'],6GB+128GB,20651,1898.0,100003666128.0
4050,['努比亚 nubia X 双面屏 深空灰 8GB+128GB 全网通 移动联通电信4G'],['努比亚京东自营旗舰店'],8GB+128GB,20062,2399.0,100000856861.0
6152,['诺基亚 NOKIA 110 黑色 直板按键 移动联通2G'],['诺基亚手机京东自营旗舰店'],106,20047,179.0,100001834203.0
6203,['魅族 Note9 全面屏游戏拍照'],['魅族京东自营旗舰店'],全网通（6GB 64GB）,19938,1199.0,100003982257.0
5292,['小米9 Pro 5G 骁龙855Plus 30W无线闪充 8GB+256GB 钛银黑 双卡全网通 全面屏拍照智能新品游戏'],['小米京东自营旗舰店'],12GB+512GB,19904,4299.0,100006585110.5
2410,['【二手9成新】Apple iPhone7 苹果7  二手'],['经典二手商品专营店'],32G 全网通,19432,1133.5,30992678654.83
6194,['魅族 16s Pro 骁龙855plus 全面屏拍照游戏'],['魅族京东自营旗舰店'],全网通（8GB 128GB）,19300,2991.0,100007396557.8
3713,['【现货速发-国行正品】苹果 iPhone 11 全网通 '],['中国移动手机官方旗舰店'],64GB,19055,5314.67,57143334658.5
568,['OPPO Reno 10倍变焦版 高通骁龙855 4800万超清三摄 6GB+128GB 雾海绿 全网通 全面屏拍照智能游戏'],['OPPO京东自营官方旗舰店'],6GB+128GB,18345,3706.5,100004653818.75
6020,['荣耀Magic2魔法'],['荣耀京东自营旗舰店'],全网通（8GB 256GB）,18019,2299.0,100001267911.67
6178,['锤子(smartisan) 坚果Pro3 8GB+128GB  黑色 骁龙855PLUS 4800万四摄 全网通双卡双待 全面屏游戏'],['坚果手机京东自营旗舰店'],标准版,17794,2979.0,100008417990.6
5929,['荣耀8X '],['牧申手机旗舰店'],4GB+64GB 标配版,16847,999.0,34451715802.75
6044,['荣耀Play3 6.39英寸魅眼全视屏 4000mAh大电池 真4800万AI三摄 麒麟710F自研芯片 畅玩全网通4GB+64GB 极光蓝'],['荣耀京东自营旗舰店'],全网通（6GB 64GB）,16839,1299.0,100008459778.0
5664,['纽曼（Newman） L99S老年'],['纽曼手机旗舰店'],电信版,16830,105.67,31419513591.33
91,['Apple iPhone 8 Plus (A1864) 64GB 金色 移动联通电信4G'],['Apple产品京东自营旗舰店'],128GB,16496,4999.0,100006204052.67
88,['Apple iPhone 8 (A1863) 64GB 深空灰色 移动联通电信4G'],['Apple产品京东自营旗舰店'],128GB,16430,3999.0,100007457113.67
5113,['天语（K-TOUCH）S8 全网通 智能老人'],['天语手机京东自营官方旗舰店'],2G,16273,84.0,4777392.5
5385,['小米CC9 Pro 1亿像素 五摄四闪 10倍混合光学变焦 5260mAh 屏下指纹 魔法绿镜 8GB+128GB 游戏智能拍照'],['小米京东自营旗舰店'],8GB+128GB,16157,2799.0,100006755670.67
731,['vivo U3x 4GB+64GB 深湖蓝 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G'],['vivo京东自营官方旗舰店'],3GB+64GB,15845,829.0,100007191483.0
5834,['荣耀20S 李现同款 3200万人像超级夜景 4800万超广角AI三摄 麒麟810 全网通版6GB+128GB 蝶羽白'],['荣耀京东自营旗舰店'],全网通（8GB 128GB）,15842,2199.0,100007765400.5
2401,['【二手9成新】Apple iPhone7 苹果7   二手'],['扬帆二手商品专营店'],128G 全网通,15576,1373.33,35218500888.83
5415,['小米CC9e 索尼4800万旗舰相机 3200万美颜自拍 4030mAh 屏幕指纹 白色恋人 6GB+64GB 游戏智能拍照'],['小米京东自营旗舰店'],4GB+64GB,15372,899.0,100004784403.33
6196,['魅族 16s 骁龙855全面屏拍照游戏'],['魅族京东自营旗舰店'],全网通（8GB 128GB）,15284,2599.0,100003137455.0
3628,['【新品抢购】Redmi 8 5000mAh大电量 大字体大音量大内存 3D四曲面机身 AI双摄 骁龙八核处理器 AI人脸解锁 4GB+64GB 碳岩灰 游戏智能'],['小米京东自营旗舰店'],4GB+64GB,14882,799.0,100007766899.67
730,['vivo U3x 4GB+64GB 深湖蓝 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G'],['vivo京东自营官方旗舰店'],3GB+32GB,14868,789.0,100005991573.33
3321,['【二手9成新】苹果8'],['翱行二手商品专营店'],64G 全网通,14821,1896.88,38481261492.38
6211,['魅族16Xs 全面屏三摄拍照游戏'],['魅族京东自营旗舰店'],全网通（6GB 64GB）,14738,1499.0,100004757295.5
5645,['海信(Hisense)  阅读'],['海信手机京东自营旗舰店'],4GB+32GB,14074,1199.0,100007210922.5
6205,['魅族 X8 准旗舰游戏拍照'],['魅族京东自营旗舰店'],6GB+128GB,14041,1198.0,100000992900.0
300,['Apple 苹果 iPhone Xs Max '],['佳沪手机旗舰店'],全网通 256GB,13959,6899.0,31103142152.0
6169,['酷派（Coolpad）S688 黑色 移动联通2G 老人'],['酷派（Coolpad）京东自营专卖店'],S688,13936,69.0,8484658.67
649,['Redmi K20Pro 尊享版 骁龙855Plus 索尼4800万超广角三摄  AMOLED弹出式全面屏 12GB+512GB 水之蜜语 游戏智能'],['小米京东自营旗舰店'],8GB+128GB,13923,2699.0,100006656295.5
3338,['【二手9成新】苹果X'],['翱行二手商品专营店'],64G 全网通,13582,3126.33,37371472090.33
5114,['天语（K-TOUCH）S8 全网通 智能老人'],['天语手机京东自营官方旗舰店'],全网通4G,13566,279.0,100003242121.0
5236,['小米 红米Note7 '],['佳沪手机旗舰店'],全网通4G+64G,13564,1087.0,41091405789.67
6193,['魅族 16s Pro 骁龙855plus 全面屏拍照游戏'],['魅族京东自营旗舰店'],全网通（6GB 128GB）,13513,2653.0,100006713300.0
3190,['【二手9成新】苹果5s'],['闪搜二手手机专营店'],移动联通双4G(16G),13372,557.67,26224115860.0
846,['vivo\xa0NEX 3\xa05G 深空流光 8GB+256GB\xa0无界瀑布屏\xa0高通骁龙855Plus\xa06400万三摄 5G智慧旗舰新品'],['vivo京东自营官方旗舰店'],8GB+256GB,13367,4998.0,100007988987.0
5098,['华为（HUAWEI）荣耀畅玩8C 移动联通电信全网通4G 全面屏智能老年老人'],['众盛手机专营店'],(4G RAM+32G ROM),13349,789.6,37496079642.6
1554,['【二手95新】苹果XR'],['翱行二手商品专营店'],128G 全网通,13125,3755.67,46269667062.17
5291,['小米9 Pro 5G 骁龙855Plus 30W无线闪充 8GB+256GB 钛银黑 双卡全网通 全面屏拍照智能新品游戏'],['小米京东自营旗舰店'],12GB+256GB,12865,4099.0,100008630698.0
4109,['华为 HUAWEI  畅享10 极点全面屏4800万超清夜景4000mAh大电池 6GB+64GB天空之境全网通双4G'],['华为京东自营官方旗舰店'],6GB+64GB,12828,1399.0,100007181489.5
3710,['【现货速发-国行正品】苹果 iPhone 11 全网通 '],['中国移动手机官方旗舰店'],128GB,12821,5799.0,57143334659.5
4070,['努比亚 nubia 红魔Mars电竞'],['努比亚京东自营旗舰店'],8GB+128GB,12809,2099.0,100001548591.0
5937,['荣耀8X 千元屏霸 91%屏占比 2000万AI双摄 6GB+64GB 幻夜黑 移动联通电信4G全面屏'],['荣耀京东自营旗舰店'],2400万像素全网通（6GB 64GB）,12690,1599.0,100005747076.0
296,['Apple 苹果 iPhone Xs '],['佳沪手机旗舰店'],全网通 64GB,12626,5358.0,32476815931.0
5672,['纽曼（Newman）S9全网通4G移动联通电信老人'],['弗瑞尔手机通讯专营店'],4G全网通版本,12573,268.0,47364741397.0
6192,['飞利浦（PHILIPS） E517 陨石黑 智能老人'],['飞利浦手机京东自营旗舰店'],E517,12505,299.0,100006126562.0
5676,['联想K5 Note 4GB+64GB 旭日金 6英寸全面屏双摄 3760mAh大电池 全网通4G'],['联想手机京东自营官方旗舰店'],4GB+64GB,12438,599.0,7407160.0
708,['realme 真我X2 Pro 大师版 红砖 6400万变焦四摄 高通骁龙855Plus 50W超级闪充 90Hz电竞屏 12GB+256GB 游戏智能'],['realme真我京东自营旗舰店'],8GB+128GB,12376,2899.0,100006959613.5
74,['Apple iPhone 11 Pro Max (A2220) 256GB 暗夜绿色  移动联通电信4G'],['Apple产品京东自营旗舰店'],512GB,12254,13321.67,100008144051.75
5908,['荣耀20青春版 AMOLED屏幕指纹 4000mAh大电池 20W快充 4800万 '],['荣耀京东自营旗舰店'],全网通（6GB 64GB）,12179,1299.0,100006544747.33
141,['Apple 苹果 iPhone 11 '],['佳沪手机旗舰店'],全网通 64GB,11949,5173.0,56664781389.5
769,['vivo Z5x 6GB+128GB 极光色 极点屏'],['vivo京东自营官方旗舰店'],4GB+64GB,11774,1298.0,100005787016.0
841,['vivo iQOO水滴全面屏超广角AI三摄高通骁龙855电竞游戏'],['vivo官方旗舰店'],6GB  128GB,11745,2098.0,45415018711.75
6262,['黑鲨游戏'],['黑鲨京东自营官方旗舰店'],12GB+256GB,11648,3129.0,100003726269.5
813,['vivo iQOO Neo骁龙845 4500mAh强悍续航4G全网通拍照'],['vivo官方旗舰店'],6GB 128GB,11621,1898.0,51042005707.5
4408,['华为P30 '],['福气多多手机旗舰店'],全网通8G+128G【华为官方直供】,11578,3688.0,43758661706.0
570,['OPPO Reno 10倍变焦版 高通骁龙855 4800万超清三摄 6GB+128GB 雾海绿 全网通 全面屏拍照智能游戏'],['OPPO京东自营官方旗舰店'],8GB+256GB,11483,4314.0,100004148434.5
3956,['【领券+立减】华为（HUAWEI） mate20pro'],['疆界互联旗舰店'],8G+128G（UD版）,11389,4597.33,37914127178.33
638,['ROG游戏'],['ROG京东自营官方旗舰店'],精品配件,11386,275.67,100006106121.0
4414,['华为P30 Pro '],['福气多多手机旗舰店'],全网通8G+128G【 华为官方直供】,11272,4484.0,46679424016.0
3457,['【低至699！购机赠礼】OPPO A5'],['OPPO手机乐良专卖店'],全网通,11249,924.0,44564422314.75
805,['vivo iQOO Neo 8GB+64GB 碳纤黑 骁龙845处理器 4500mAh强悍续航游戏'],['vivo京东自营官方旗舰店'],8GB+128GB,11225,2298.0,100006386656.0
325,['Apple 苹果 iPhone7 '],['佳沪手机旗舰店'],全网通 32GB,11213,3599.0,10849640491.0
3840,['【至高优惠100】vivo U3x 5000mAh电池 18W双引擎闪充AI三摄'],['vivo官方旗舰店'],4GB 64GB,11117,899.0,57167418584.0
4140,['华为 HUAWEI nova 5i Pro 前置3200万人像超级夜景4800万AI四摄极点全面屏6GB+128GB翡冷翠全网通双4G'],['华为京东自营官方旗舰店'],8GB+256GB,11048,2799.0,100007001173.33
4396,['华为P30 '],['掌视界数码旗舰店'],全网通(8G+128G),10970,3682.0,44125313215.0
4057,['努比亚 nubia Z20 钻石黑 8GB+128GB 4800万三摄 超清双屏自拍 全网通 移动联通电信4G'],['努比亚京东自营旗舰店'],8GB+128GB,10959,2699.0,100007342485.33
4044,['中兴ZTE Blade A7 水滴全面屏 2GB+32GB魅海蓝 1600万高清后摄 全网通4G'],['中兴京东自营官方旗舰店'],2GB+32GB,10930,498.0,100003313380.0
5854,['荣耀20i 保价10天 加碎屏险+影视会员 华为'],['京铠玄手机旗舰店'],6+64G 全网通,10807,996.07,45375606422.0
6118,['荣耀play3华为'],['京铠玄手机旗舰店'],4+64G全网通,10742,814.05,57105798120.0
4151,['华为 HUAWEI 畅享 10S 炫彩OLED屏幕指纹4800万超广角AI三摄4000mAh大电池6GB+64GB天空之境全网通双4G'],['华为京东自营官方旗舰店'],6GB+64GB,10700,1599.0,100009177424.67
3275,['【二手9成新】苹果7Plus Apple iPhone7 Plus 苹果7P二手'],['扬帆二手商品专营店'],128G,10696,1811.17,35299511141.33
5256,['小米 红米Redmi 7 全网通4G 双卡双待 幻彩渐变AI双摄 水滴全面屏拍照游戏智能'],['伟德手机专营店'],4GB+64GB,10610,773.0,43757723073.0
5427,['小米CC9美图定制版 索尼4800万AI三摄 3200万美颜自拍 全身美型 多功能NFC 8GB+256GB 游戏智能拍照'],['小米京东自营旗舰店'],8GB+256GB,10473,1999.0,7437712.0
661,['Redmi K30 120Hz流速屏 前置挖孔双摄 索尼6400万后置四摄 4500mAh超长续航 27W快充 6GB+128GB 紫玉幻境 游戏智能'],['小米京东自营旗舰店'],8GB+128GB,10366,1899.0,100010338206.0
